ID_1,ndtv_dd_wordnet
1852,"{'meet': ['meet', 1.0], 'chinese': ['chinese', 1.0], 'scope': ['scope', 1.0], 'channels': ['channels', 1.0], 'information': ['demand', 0.25], 'diplomatic': ['diplomatic', 1.0], 'china': ['india', 0.33], 'issue': ['issue', 1.0], 'picture': ['base', 0.12], 'army': ['army', 1.0], 'continue': ['continue', 1.0], 'security': ['security', 1.0], 'informal': ['informal', 1.0], 'sikkim': ['sikkim', 1.0], 'president': ['president', 1.0], 'leadership': ['leadership', 1.0], 'military_personnel': ['party', 0.25], 'mister': ['solution', 0.11], 'boundary_line': ['position', 0.14], 'resoluteness': ['situation', 0.2], 'adviser': ['adviser', 1.0], 'sketch': ['sketch', 1.0], 'envoy': ['resident', 0.12], 'warning': ['resistance', 0.17], 'representative': ['representative', 1.0], 'construct': ['construct', 1.0], 'difference': ['importance', 0.2], 'insist': ['insist', 1.0], 'brazil': ['soviet_union', 0.25], 'shift': ['draw', 0.14]}"
1853,"{'legislator': ['leader', 0.33], 'presidential': ['presidential', 1.0], 'mumbai': ['city', 0.5], 'meet': ['meet', 1.0], 'airport': ['airport', 1.0], 'party': ['party', 1.0], 'schedule': ['schedule', 1.0], 'support': ['support', 1.0], 'residence': ['residence', 1.0], 'president': ['president', 1.0], 'solution': ['part', 0.25], 'july': ['july', 1.0], 'preference': ['unison', 0.12], 'campaigning': ['campaigning', 1.0], 'supremo': ['supremo', 1.0], 'flip': ['put', 0.17], 'lunch': ['lunch', 1.0], 'leadership': ['leadership', 1.0], 'roentgen': ['hour', 0.12], 'govern': ['govern', 1.0]}"
1854,"{'pilgrim': ['tourist', 0.25], 'syncretic': ['attack', 0.96], 'tradition': ['purpose', 0.25], 'gather': ['unhampered', 0.33], 'valley': ['universe', 0.14], 'mutuality': ['politics', 0.2], 'bam': ['pakistan', 0.14], 'man': ['terrorist', 0.2], 'shiva': ['night', 0.25], 'employment': ['life', 0.25], 'symbol': ['message', 0.25], 'bus': ['local', 0.33], 'respect': ['intelligence', 0.14], 'supply': ['pay', 0.33], 'culture': ['people', 0.2], 'maharashtra': ['cemetery', 0.2], 'drip': ['incident', 0.17], 'need': ['security', 0.25], 'turbulence': ['pressure', 0.33]}"
1855,"{'resistance': ['resistance', 1.0], 'informal': ['lead', 0.76], 'brief': ['brief', 1.0], 'remark': ['narrative', 0.25], 'meet': ['following', 0.33], 'bhutan': ['china', 0.33], 'situation': ['situation', 1.0], 'defeat': ['draw', 0.2]}"
1856,"{'sensitive': ['dissenter', 0.9], 'body': ['body', 1.0], 'case': ['case', 1.0], 'agreement': ['inquiry', 0.2], 'district': ['district', 1.0], 'village': ['village', 1.0], 'kill': ['kill', 1.0], 'police': ['police', 1.0], 'yesterday': ['curfew', 0.14], 'postmortem': ['permission', 0.12], 'friend': ['person', 0.5], 'rush': ['follow', 0.33], 'run': ['run', 1.0], 'election': ['brush', 0.17], 'chirrup': ['clang', 0.25]}"
1857,"{'attack': ['attack', 1.0], 'kashmir': ['kashmir', 1.0], 'terrorist': ['terrorist', 1.0], 'monday': ['monday', 1.0], 'kill': ['neutralize', 0.5], 'bus': ['weapon', 0.14], 'security': ['security', 1.0], 'beginning': ['path', 0.2], 'let': ['paramilitary', 0.33], 'july': ['year', 0.2], 'transport': ['swing', 0.33], 'imply': ['express', 0.5], 'police': ['police', 1.0], 'sur': ['city', 0.5], 'retaliation': ['engagement', 0.25], 'constitution': ['constitution', 1.0], 'oversight': ['communication', 0.2], 'warn': ['indicate', 0.33], 'hunt': ['hunt', 1.0], 'area': ['district', 0.33], 'clarity': ['force', 0.17], 'structure': ['masjid', 0.25], 'pilgrimage': ['pilgrimage', 1.0]}"
1858,"{'attack': ['attack', 1.0], 'freedom': ['situation', 0.33], 'police': ['government', 0.2], 'valley': ['universe', 0.14], 'bus': ['scourge', 0.12], 'originator': ['person', 0.33], 'state': ['state', 1.0], 'get_down': ['international', 0.33], 'statement': ['disapprobation', 0.25], 'widen': ['widen', 1.0], 'condemn': ['condemn', 1.0], 'condolence': ['condolence', 1.0], 'rule': ['religion', 0.17], 'note': ['deplore', 0.25], 'victim': ['victim', 1.0], 'mean': ['express', 0.33], 'terrorism': ['terrorism', 1.0]}"
1859,"{'budget': ['budget', 1.0], 'state': ['state', 1.0], 'loan': ['loan', 1.0], 'promise': ['propose', 0.33], 'supply': ['assign', 0.25], 'government': ['government', 1.0], 'crore': ['crore', 1.0], 'berra': ['farmer', 0.14], 'cent': ['sri_lanka_rupee', 0.5], 'challenge': ['pregnancy', 0.17], 'nail_down': ['achieve', 0.33], 'guarantee': ['urban', 0.33], 'house': ['housing', 0.33], 'development': ['development', 1.0], 'attention': ['attention', 1.0], 'rural': ['rural', 1.0], 'enterprise': ['present', 0.17], 'complete': ['carry_through', 0.5], 'policy': ['policy', 1.0], 'well': ['well', 1.0], 'day': ['rate', 0.14], 'return': ['sum', 0.2], 'first': ['first', 1.0]}"
1860,"{'landslide': ['landslide', 1.0], 'avoid': ['ceaseless', 0.33], 'massive': ['massive', 1.0], 'dead': ['dead', 1.0], 'people': ['people', 1.0], 'rain': ['rain', 1.0], 'flood': ['flood', 1.0], 'house': ['surface', 0.2], 'state': ['state', 1.0], 'rescue': ['rescue', 1.0], 'village': ['village', 1.0], 'past': ['past', 1.0], 'deforestation': ['operation', 0.17], 'air': ['water', 0.2], 'deep': ['supply', 0.17], 'volunteer': ['official', 0.25], 'shock': ['sadden', 0.25], 'district': ['district', 1.0], 'chop': ['communication', 0.17], 'days': ['days', 1.0], 'land': ['capital', 0.17], 'trip': ['trip', 1.0], 'management': ['administration', 0.5]}"
1861,"{'security': ['security', 1.0], 'deployment': ['chairmanship', 0.17], 'screen': ['body', 0.17], 'last': ['meet', 0.91], 'home': ['home', 1.0], 'kashmir': ['site', 0.25], 'situation': ['situation', 1.0], 'shrine': ['shrine', 1.0], 'force': ['army', 0.33], 'deploy': ['put', 0.33], 'meeting': ['meeting', 1.0], 'brief': ['chant', 0.14], 'curate': ['head', 0.2], 'panic': ['panic', 1.0], 'beginning': ['path', 0.2], 'deliberation': ['hour', 0.11], 'cave': ['cave', 1.0], 'sayda': ['bam', 0.33], 'official': ['official', 1.0], 'reappraisal': ['reappraisal', 1.0], 'fan': ['fan', 1.0], 'agency': ['agency', 1.0], 'intelligence': ['intelligence', 1.0], 'visit': ['visit', 1.0]}"
1862,"{'pilgrim': ['pilgrim', 1.0], 'bus': ['internet', 0.12], 'attack': ['attack', 1.0], 'kill': ['kill', 1.0], 'gujarat': ['kashmir', 0.33], 'drive': ['strike', 0.17], 'people': ['people', 1.0], 'announce': ['detail', 0.17], 'terrorist': ['terrorist', 1.0], 'shrine': ['shrine', 1.0], 'afternoon': ['night', 0.25], 'fact': ['mind', 0.25], 'body': ['area', 0.14], 'head': ['travel', 0.33], 'panic': ['hate', 0.25], 'injure': ['injure', 1.0], 'besides': ['besides', 1.0], 'today': ['shame', 0.14], 'curate': ['curate', 1.0]}"
1863,"{'secretary': ['secretary', 1.0], 'practice': ['practice', 1.0], 'ease': ['ease', 1.0], 'conference': ['administration', 0.17], 'state': ['state', 1.0], 'give': ['best', 0.33], 'chief': ['chief', 1.0], 'official': ['official', 1.0], 'system': ['gem', 0.17], 'matte': ['palladium', 0.17], 'finance': ['investing', 0.5], 'management': ['management', 1.0], 'result': ['success', 0.25], 'efficient': ['efficient', 1.0], 'committee': ['team', 0.25], 'details': ['speaking', 0.14], 'benefit': ['benefit', 1.0], 'example': ['respect', 0.2], 'transportation': ['interaction', 0.2], 'agribusiness': ['agribusiness', 1.0], 'cash': ['batch', 0.11], 'positive': ['positive', 1.0], 'partnership': ['business', 0.5], 'position': ['district', 0.2], 'discourse': ['urge', 0.17]}"
1864,"{'marks': ['marks', 1.0], 'rede': ['rede', 1.0], 'court': ['court', 1.0], 'rank': ['rank', 1.0], 'student': ['student', 1.0], 'incorrect': ['incorrect', 1.0], 'admission': ['admission', 1.0], 'award': ['award', 1.0], 'bench': ['bench', 1.0], 'list': ['list', 1.0], 'seek': ['seek', 1.0], 'campaigner': ['campaigner', 1.0], 'repress': ['repress', 1.0], 'board': ['board', 1.0], 'try': ['try', 1.0], 'tag': ['tag', 1.0], 'opinion': ['opinion', 1.0], 'direction': ['direction', 1.0], 'question': ['question', 1.0], 'mistake': ['mistake', 1.0], 'supplication': ['supplication', 1.0], 'consequence': ['consequence', 1.0], 'right': ['right', 1.0], 'vacate': ['vacate', 1.0], 'rectify': ['rectify', 1.0], 'fear': ['fear', 1.0], 'ask': ['ask', 1.0], 'situation': ['situation', 1.0], 'practical': ['practical', 1.0], 'aspirant': ['aspirant', 1.0], 'unsuccessful': ['unsuccessful', 1.0], 'choose': ['choose', 1.0], 'restrain': ['restrain', 1.0], 'establish': ['undertake', 0.33], 'answer': ['answer', 1.0], 'give': ['give', 1.0], 'several': ['several', 1.0], 'preparation': ['preparation', 1.0], 'entrance': ['entrance', 1.0], 'besides': ['besides', 1.0]}"
1865,"{'violence': ['violence', 1.0], 'fresh': ['fresh', 1.0], 'state': ['state', 1.0], 'boil': ['agitation', 0.11], 'negotiation': ['negotiation', 1.0], 'spearhead': ['spearhead', 1.0], 'everlastingly': ['everlastingly', 1.0], 'promptly': ['police', 0.8], 'motivate': ['motivate', 1.0], 'door': ['door', 1.0], 'erupt': ['erupt', 1.0], 'leadership': ['force', 0.2], 'offer': ['action', 0.25], 'reject': ['reject', 1.0], 'ready': ['ready', 1.0], 'curate': ['curate', 1.0], 'government': ['government', 1.0], 'friday': ['night', 0.17], 'force': ['peace', 0.12], 'besides': ['besides', 1.0]}"
1866,"{'heritage': ['heritage', 1.0], 'city': ['city', 1.0], 'universe': ['universe', 1.0], 'transport': ['put', 0.33], 'have': ['together', 0.33], 'kernel': ['kernel', 1.0], 'race': ['race', 1.0], 'wall': ['wall', 1.0], 'politician': ['politician', 1.0], 'capture': ['capture', 1.0], 'declaration': ['declaration', 1.0], 'esteemed': ['esteemed', 1.0], 'tonight': ['status', 0.17], 'survey': ['attempt', 0.17], 'populate': ['populate', 1.0], 'proud': ['proud', 1.0], 'corporation': ['league', 0.14], 'community': ['community', 1.0]}"
1867,"{'get': ['earlier', 0.33], 'daughter': ['wife', 0.2], 'corruptness': ['corruptness', 1.0], 'husband': ['husband', 1.0], 'directorate': ['directorate', 1.0], 'enforcement': ['enforcement', 1.0], 'premises': ['premises', 1.0], 'land': ['land', 1.0], 'connection': ['connection', 1.0], 'case': ['case', 1.0], 'street_arab': ['subordinate', 0.11], 'bihar': ['city', 0.2], 'agency': ['department', 0.25], 'rates': ['tax', 0.5], 'telephone': ['hotel', 0.12], 'foray': ['foray', 1.0], 'twelve': ['crore', 0.33], 'search': ['search', 1.0], 'wash': ['wash', 1.0], 'document': ['contract', 0.25], 'allegation': ['evasion', 0.12], 'money': ['money', 1.0], 'probe': ['probe', 1.0], 'deputy': ['military_policeman', 0.33], 'come': ['come', 1.0], 'morning': ['year', 0.33], 'day': ['day', 1.0], 'chief': ['chief', 1.0], 'curate': ['curate', 1.0]}"
1868,"{'acme': ['acme', 1.0], 'premier': ['premier', 1.0], 'president': ['president', 1.0], 'sideline': ['sideline', 1.0], 'curate': ['curate', 1.0], 'meeting': ['meeting', 1.0], 'meet': ['meet', 1.0], 'host': ['person', 0.33], 'bilateral': ['bilateral', 1.0], 'teresa': ['teresa', 1.0], 'telephone': ['telephone', 1.0], 'issue': ['goal', 0.33], 'universe': ['moon', 0.2], 'paris': ['india', 0.12], 'interaction': ['engagement', 0.2], 'keep': ['keep', 1.0], 'conversation': ['negotiation', 0.25], 'update': ['language', 0.17], 'agreement': ['program', 0.25], 'besides': ['besides', 1.0], 'scope': ['infrastructure', 0.14], 'discourse': ['ask', 0.12], 'south': ['south', 1.0], 'topographic_point': ['korea', 0.14], 'take': ['participate', 0.33], 'election': ['election', 1.0]}"
1869,"{'family': ['family', 1.0], 'foray': ['foray', 1.0], 'location': ['location', 1.0], 'care': ['development', 0.25], 'act': ['partially', 0.33], 'chirrup': ['boom', 0.25], 'agenda': ['possibility', 0.14], 'free': ['temp', 0.98], 'today': ['today', 1.0]}"
1870,"{'acme': ['acme', 1.0], 'economic': ['agenda', 0.91], 'soviet_union': ['soviet_union', 1.0], 'president': ['chancellor_of_the_exchequer', 0.17], 'dissenter': ['adviser', 0.2], 'include': ['german', 0.33], 'issue': ['issue', 1.0], 'statement': ['subject', 0.33], 'autopsy': ['undertaking', 0.2], 'germany': ['germany', 1.0], 'leadership': ['leadership', 1.0], 'universe': ['universe', 1.0], 'part': ['present', 0.17], 'associate': ['brainstorm', 0.33], 'market': ['practice', 0.33], 'protest': ['action', 0.2], 'tax_return': ['resolution', 0.25], 'session': ['session', 1.0], 'trade': ['trade', 1.0], 'premier': ['premier', 1.0], 'international': ['international', 1.0], 'member': ['participant', 0.33], 'curate': ['curate', 1.0], 'government': ['state', 0.17]}"
1871,"{'acme': ['acme', 1.0], 'many': ['terrorism', 0.9], 'germany': ['germany', 1.0], 'curate': ['curate', 1.0], 'dissenter': ['terrorist', 0.25], 'solve': ['understand', 0.5], 'issue': ['issue', 1.0], 'statement': ['subject', 0.33], 'autopsy': ['autopsy', 1.0], 'premier': ['premier', 1.0], 'see': ['end', 0.11], 'leadership': ['leadership', 1.0], 'universe': ['universe', 1.0], 'part': ['name', 0.33], 'market': ['action', 0.25], 'witness': ['speaker', 0.5], 'attend': ['attend', 1.0], 'head': ['menace', 0.11], 'economy': ['core', 0.17], 'session': ['session', 1.0], 'global': ['global', 1.0], 'state': ['city', 0.25], 'year': ['space', 0.14], 'besides': ['besides', 1.0]}"
1872,"{'acme': ['acme', 1.0], 'forward': ['eleven', 0.94], 'decision': ['action', 0.33], 'position': ['cognition', 0.25], 'meeting': ['meeting', 1.0], 'issue': ['issue', 1.0], 'autopsy': ['practice', 0.17], 'china': ['china', 1.0], 'leadership': ['leadership', 1.0], 'stability': ['resoluteness', 0.12], 'dissenter': ['professional', 0.25], 'hamburg': ['hamburg', 1.0], 'development': ['development', 1.0], 'exchange': ['exchange', 1.0], 'look': ['look', 1.0], 'president': ['president', 1.0], 'determine': ['carry_through', 0.25], 'universe': ['haven', 0.14], 'deliberation': ['conversation', 0.25], 'subject': ['recognition', 0.25], 'informal': ['informal', 1.0], 'climate': ['climate', 1.0], 'raise': ['raise', 1.0], 'draw': ['success', 0.25], 'year': ['september', 0.2], 'sideline': ['sideline', 1.0], 'besides': ['besides', 1.0]}"
1873,"{'hotel': ['hotel', 1.0], 'family': ['family', 1.0], 'give': ['former', 0.33], 'railway': ['railway', 1.0], 'plot': ['heritage', 0.11], 'ownership': ['connection', 0.33], 'wife': ['wife', 1.0], 'bihar': ['location', 0.17], 'case': ['case', 1.0], 'search': ['search', 1.0], 'victimize': ['take', 0.12], 'home': ['beginning', 0.17], 'party': ['union', 0.33], 'son': ['son', 1.0], 'politician': ['head', 0.33], 'curate': ['curate', 1.0], 'file': ['register', 0.5]}"
1874,"{'violence': ['violence', 1.0], 'search': ['north', 0.33], 'police': ['union', 0.25], 'man': ['head', 0.2], 'detention': ['situation', 0.17], 'area': ['district', 0.33], 'chief': ['detail', 0.85], 'vehicle': ['telephone', 0.17], 'composure': ['resoluteness', 0.2], 'riot': ['take', 0.25], 'home': ['home', 1.0], 'indicate': ['ask', 0.25], 'day': ['difference', 0.14], 'west': ['west', 1.0], 'update': ['conversation', 0.12]}"
1875,"{'cavalry': ['cavalry', 1.0], 'cemetery': ['cemetery', 1.0], 'city': ['city', 1.0], 'award': ['award', 1.0], 'municipality': ['municipality', 1.0], 'war': ['war', 1.0], 'indian': ['indian', 1.0], 'soldier': ['soldier', 1.0], 'visit': ['visit', 1.0], 'cross': ['cross', 1.0], 'court': ['court', 1.0], 'universe': ['universe', 1.0], 'military': ['military', 1.0], 'ottoman': ['turk', 0.5], 'emancipate': ['emancipate', 1.0], 'imperial': ['imperial', 1.0], 'course_of_study': ['course_of_study', 1.0], 'fall': ['fall', 1.0], 'annals': ['annals', 1.0], 'function': ['function', 1.0], 'recognition': ['recognition', 1.0], 'decide': ['decide', 1.0], 'north': ['north', 1.0], 'dart': ['dart', 1.0], 'day': ['day', 1.0], 'regiment': ['regiment', 1.0], 'army': ['army', 1.0], 'hero': ['hero', 1.0], 'force': ['force', 1.0], 'sacrifice': ['sacrifice', 1.0], 'ally': ['ally', 1.0], 'merit': ['merit', 1.0], 'rest': ['rest', 1.0], 'autopsy': ['autopsy', 1.0], 'last': ['last', 1.0], 'narrative': ['narrative', 1.0], 'wage': ['wage', 1.0], 'bury': ['bury', 1.0], 'israeli': ['israeli', 1.0], 'liberation': ['liberation', 1.0], 'israel': ['israel', 1.0], 'courage': ['courage', 1.0], 'visiting': ['visiting', 1.0], 'protect': ['protect', 1.0], 'powerful': ['powerful', 1.0], 'weather': ['weather', 1.0], 'critical': ['critical', 1.0], 'year': ['year', 1.0], 'history': ['history', 1.0], 'help': ['help', 1.0], 'about': ['about', 1.0], 'concluding': ['concluding', 1.0], 'ceremony': ['forfeit', 0.17], 'school': ['school', 1.0]}"
1876,"{'commissioner': ['commissioner', 1.0], 'panel': ['assembly', 0.14], 'election': ['election', 1.0], 'head': ['head', 1.0], 'gujarat': ['gujarat', 1.0], 'secretary': ['secretary', 1.0], 'president': ['leader', 0.33], 'age': ['batch', 0.14], 'mission': ['team', 0.2], 'join': ['formally', 0.33], 'take': ['take', 1.0], 'charge': ['charge', 1.0], 'service': ['education', 0.25], 'capacity': ['frailty', 0.14], 'till': ['till', 1.0], 'military_officer': ['servant', 0.2], 'trust': ['trust', 1.0], 'tenure': ['year', 0.25], 'department': ['committee', 0.25], 'port': ['port', 1.0], 'retire': ['retire', 1.0], 'old_age': ['old_age', 1.0], 'serve': ['serve', 1.0], 'work': ['work', 1.0], 'state': ['alaska', 0.33]}"
1877,"{'violence': ['violence', 1.0], 'west': ['west', 1.0], 'police': ['force', 0.5], 'man': ['worker', 0.25], 'detention': ['situation', 0.17], 'area': ['district', 0.33], 'several': ['governor', 1.0], 'road': ['release', 0.17], 'bengal': ['bengal', 1.0], 'home': ['post', 0.14], 'indicate': ['unwrap', 0.25], 'afternoon': ['night', 0.25], 'group': ['law', 0.33], 'govern': ['control', 0.5], 'use': ['use', 1.0], 'congress': ['community', 0.2], 'day': ['nothing', 0.2], 'besides': ['besides', 1.0], 'update': ['language', 0.17]}"
1878,"{'leader': ['leader', 1.0], 'conference': ['conference', 1.0], 'bihar': ['bihar', 1.0], 'statement': ['details', 0.25], 'property': ['property', 1.0], 'chief': ['chief', 1.0], 'get': ['get', 1.0], 'family': ['committee', 0.25], 'support': ['attempt', 0.33], 'move': ['action', 0.25], 'shell': ['shell', 1.0], 'state': ['state', 1.0], 'curate': ['curate', 1.0], 'propose': ['propose', 1.0], 'deal': ['election', 0.2], 'hundred': ['day', 0.12], 'talk': ['address', 0.33], 'aim': ['target', 0.5], 'document': ['affidavit', 0.33], 'company': ['company', 1.0], 'week': ['old_age', 0.25], 'use': ['misapply', 0.5], 'end': ['post', 0.14], 'alliance': ['silence', 0.17]}"
1879,"{'party': ['party', 1.0], 'presidential': ['presidential', 1.0], 'president': ['president', 1.0], 'campaigner': ['campaigner', 1.0], 'office': ['well', 0.14], 'political': ['political', 1.0], 'status': ['situation', 0.33], 'support': ['support', 1.0], 'respect': ['praise', 0.17], 'state': ['state', 1.0], 'resistance': ['vote', 0.25], 'curate': ['curate', 1.0], 'discrimination': ['election', 0.2], 'former': ['former', 1.0], 'meet': ['meet', 1.0], 'dream': ['political_orientation', 0.11], 'position': ['polls', 0.5], 'leadership': ['union', 0.2], 'contest': ['inform', 0.14], 'hyderabad': ['hyderabad', 1.0], 'legislator': ['legislator', 1.0], 'appeal': ['put', 0.09], 'manner': ['number', 0.2], 'guarantee': ['guarantee', 1.0], 'mononuclear_phagocyte_system': ['mononuclear_phagocyte_system', 1.0], 'articulation': ['margin', 0.17]}"
1880,"{'specific': ['militant', 0.76], 'area': ['area', 1.0], 'morning': ['morning', 1.0], 'kill': ['kill', 1.0], 'soldier': ['soldier', 1.0], 'escape': ['escape', 1.0], 'force': ['force', 1.0], 'security': ['security', 1.0], 'group': ['group', 1.0], 'modesty': ['identity', 0.14], 'village': ['village', 1.0], 'call': ['house', 0.11], 'presence': ['presence', 1.0], 'body': ['body', 1.0], 'third': ['third', 1.0], 'operation': ['operation', 1.0], 'operations': ['brush', 0.17], 'sunday': ['tuesday', 0.2], 'establish': ['establish', 1.0], 'follow': ['follow', 1.0], 'military_officer': ['official', 0.25], 'yesterday': ['day', 0.5], 'besides': ['besides', 1.0], 'chirrup': ['fire', 0.25]}"
